id,customer_id,order_date
202,378,2024-09-23
203,4215,2024-03-31
204,4286,2024-04-12
205,370,2024-11-01
206,2197,2024-11-03
207,3748,2024-08-30
208,652,2024-08-17
209,770,2024-09-13
210,2422,2024-11-08
211,781,2024-03-17
212,1717,2024-06-14
213,3984,2024-02-14
214,1312,2024-07-30
215,3360,2024-03-28
216,523,2024-09-08
217,522,2024-02-27
218,4879,2024-04-13
219,2321,2024-11-17
220,936,2024-02-25
221,2231,2024-01-28
222,4041,2024-01-24
223,4584,2024-03-05
224,4942,2024-11-03
225,3698,2024-04-29
226,2838,2024-08-19
227,4084,2024-10-17
228,2462,2024-11-16
229,3244,2024-08-09
230,3360,2024-04-22
231,686,2024-06-19
232,2161,2024-02-18
233,3989,2024-07-01
234,4067,2024-09-24
235,1568,2024-04-28
236,39,2024-09-28
237,2545,2024-06-05
238,4876,2024-04-15
239,1257,2024-07-13
240,2991,2024-07-28
241,2197,2024-07-10
242,3469,2024-06-19
243,2709,2024-02-01
244,302,2024-08-20
245,647,2024-01-16
246,4759,2024-06-16
247,1760,2024-10-12
248,4352,2024-05-05
249,598,2024-08-22
250,662,2024-04-07
251,4331,2024-01-11
252,1369,2024-02-05
253,2582,2024-03-29
254,3869,2024-09-18
255,3538,2024-11-20
256,4866,2024-08-11
257,4309,2024-08-16
258,4559,2024-01-09
259,283,2024-10-24
260,3679,2024-09-18
261,1487,2024-11-15
262,4083,2024-04-14
263,4184,2024-08-11
264,461,2024-01-16
265,2326,2024-10-23
266,3755,2024-10-20
267,2469,2024-03-09
268,1725,2024-07-01
269,1377,2024-07-20
270,2744,2024-09-10
271,515,2024-06-20
272,703,2024-04-18
273,1654,2024-03-11
274,2067,2024-08-15
275,23,2024-06-18
276,2461,2024-09-03
277,1305,2024-11-12
278,3301,2024-07-09
279,362,2024-02-05
280,3728,2024-07-01
281,1285,2024-05-15
282,515,2024-06-07
283,449,2024-05-09
284,1856,2024-05-04
285,4970,2024-09-17
286,3563,2024-02-10
287,2521,2024-03-03
288,3082,2024-05-08
289,1429,2024-06-08
290,3968,2024-09-26
291,923,2024-07-11
292,3138,2024-04-21
293,2160,2024-09-14
294,2548,2024-06-04
295,2980,2024-11-11
296,2282,2024-10-22
297,2650,2024-08-01
298,314,2024-01-15
299,2614,2024-06-25
300,3084,2024-02-04
301,2257,2024-05-02
302,1038,2024-04-08
303,3490,2024-05-05
304,2635,2024-02-15
305,3984,2024-10-27
306,1779,2024-06-05
307,3896,2024-07-18
308,1125,2024-11-16
309,698,2024-01-01
310,2180,2024-09-12
311,1405,2024-07-29
312,1044,2024-06-28
313,1930,2024-06-09
314,1014,2024-01-22
315,227,2024-03-13
316,1829,2024-07-20
317,4918,2024-05-20
318,2024,2024-08-29
319,4967,2024-10-20
320,2453,2024-07-12
321,2086,2024-08-30
322,4284,2024-06-20
323,1081,2024-10-22
324,2321,2024-01-21
325,3191,2024-03-20
326,2631,2024-04-13
327,2564,2024-08-01
328,3293,2024-02-20
329,4622,2024-04-21
330,3587,2024-06-19
331,4432,2024-09-28
332,2948,2024-07-07
333,3960,2024-02-17
334,2814,2024-01-12
335,2584,2024-09-01
336,162,2024-08-24
337,594,2024-11-06
338,3260,2024-04-02
339,4156,2024-10-02
340,2963,2024-03-02
341,3889,2024-04-30
342,3391,2024-08-01
343,4502,2024-01-06
344,664,2024-08-02
345,1133,2024-06-07
346,542,2024-02-06
347,2975,2024-03-28
348,868,2024-02-14
349,2067,2024-06-28
350,432,2024-02-15
351,4836,2024-09-08
352,4279,2024-11-19
353,1207,2024-02-29
354,2529,2024-07-12
355,1170,2024-10-05
356,831,2024-04-23
357,1652,2024-07-16
358,1137,2024-09-30
359,2811,2024-04-16
360,476,2024-06-10
361,2811,2024-11-20
362,1327,2024-07-06
363,1020,2024-07-02
364,1837,2024-04-04
365,4257,2024-06-26
366,2449,2024-08-02
367,4294,2024-02-26
368,1284,2024-05-28
369,660,2024-03-15
370,2011,2024-08-20
371,399,2024-07-16
372,1734,2024-10-16
373,2126,2024-02-23
374,2172,2024-01-28
375,75,2024-04-17
376,4698,2024-10-27
377,3472,2024-11-02
378,837,2024-06-10
379,500,2024-05-11
380,138,2024-11-01
381,2098,2024-07-16
382,3697,2024-04-13
383,1886,2024-11-14
384,2758,2024-01-01
385,3921,2024-04-19
386,1901,2024-10-08
387,2611,2024-04-25
388,3987,2024-11-21
389,1450,2024-08-15
390,547,2024-08-13
391,4677,2024-09-13
392,2004,2024-07-09
393,2097,2024-02-27
394,704,2024-06-22
395,2404,2024-07-28
396,1626,2024-07-07
397,3332,2024-05-14
398,4734,2024-05-09
399,2979,2024-08-02
400,4737,2024-10-23
401,2840,2024-07-30
402,3385,2024-05-26
403,2660,2024-06-25
404,1862,2024-05-04
405,2857,2024-03-14
406,686,2024-09-27
407,4284,2024-04-02
408,1620,2024-08-10
409,4644,2024-05-28
410,1432,2024-03-31
411,876,2024-10-28
412,4714,2024-06-08
413,2462,2024-01-17
414,1366,2024-05-03
415,1244,2024-10-16
416,4999,2024-07-02
417,163,2024-09-30
418,1975,2024-11-11
419,3292,2024-05-28
420,270,2024-05-29
421,632,2024-09-14
422,906,2024-11-03
423,3472,2024-11-14
424,3254,2024-09-10
425,2015,2024-02-29
426,1642,2024-07-11
427,205,2024-01-15
428,582,2024-02-19
429,841,2024-07-14
430,1720,2024-08-17
431,2644,2024-05-08
432,2298,2024-02-08
433,875,2024-06-19
434,690,2024-02-08
435,4001,2024-07-23
436,3142,2024-06-26
437,1423,2024-01-06
438,672,2024-10-07
439,1172,2024-02-25
440,3727,2024-06-08
441,944,2024-09-11
442,1450,2024-02-29
443,3738,2024-01-30
444,2540,2024-07-01
445,3960,2024-10-30
446,4992,2024-04-12
447,4261,2024-05-11
448,2362,2024-08-30
449,3653,2024-09-26
450,3671,2024-06-03
451,1754,2024-09-09
452,2353,2024-02-01
453,1939,2024-05-07
454,371,2024-09-18
455,4949,2024-07-26
456,4480,2024-05-27
457,1932,2024-05-02
458,425,2024-08-31
459,4725,2024-10-06
460,895,2024-10-21
461,598,2024-07-08
462,3063,2024-07-29
463,2337,2024-01-14
464,4689,2024-08-27
465,1688,2024-01-27
466,573,2024-04-01
467,2091,2024-09-02
468,3670,2024-09-22
469,4273,2024-04-21
470,4625,2024-03-29
471,1634,2024-10-17
472,1518,2024-02-05
473,4294,2024-06-17
474,2658,2024-02-08
475,3649,2024-10-22
476,4949,2024-09-03
477,3589,2024-09-30
478,1538,2024-02-09
479,3138,2024-06-21
480,98,2024-03-05
481,3216,2024-09-26
482,4531,2024-04-26
483,4733,2024-01-12
484,3751,2024-01-18
485,3158,2024-05-05
486,4684,2024-11-05
487,344,2024-01-22
488,4667,2024-04-23
489,611,2024-05-19
490,1728,2024-05-25
491,2291,2024-06-16
492,1855,2024-02-26
493,2609,2024-04-04
494,2080,2024-07-25
495,2325,2024-06-09
496,4628,2024-08-07
497,1178,2024-09-21
498,1092,2024-11-03
499,4980,2024-03-10
500,2792,2024-03-07
501,1750,2024-03-08
502,2676,2024-01-31
503,782,2024-08-24
504,3049,2024-05-28
505,2106,2024-08-28
506,3868,2024-09-22
507,4977,2024-04-03
508,4543,2024-07-12
509,2114,2024-08-14
510,3971,2024-02-25
511,1992,2024-03-31
512,1068,2024-06-28
513,1578,2024-09-04
514,1012,2024-04-08
515,2275,2024-06-27
516,4870,2024-04-09
517,1815,2024-09-15
518,2427,2024-01-04
519,4403,2024-11-08
520,4875,2024-06-29
521,2552,2024-04-21
522,3658,2024-09-20
523,8,2024-07-31
524,2556,2024-03-02
525,476,2024-01-29
526,2212,2024-06-20
527,485,2024-05-14
528,4655,2024-08-16
529,2286,2024-04-26
530,4564,2024-09-05
531,3526,2024-06-13
532,3340,2024-09-25
533,2823,2024-04-07
534,4944,2024-06-26
535,2925,2024-04-27
536,259,2024-03-18
537,283,2024-05-29
538,1899,2024-07-06
539,4136,2024-02-11
540,2977,2024-04-02
541,2268,2024-05-28
542,3201,2024-08-10
543,613,2024-05-19
544,688,2024-08-11
545,3691,2024-04-24
546,613,2024-09-28
547,2308,2024-04-24
548,3014,2024-01-09
549,1782,2024-11-18
550,2592,2024-09-12
551,2697,2024-06-02
552,3959,2024-04-16
553,575,2024-01-04
554,1911,2024-08-07
555,3605,2024-09-23
556,670,2024-10-29
557,4365,2024-10-16
558,1284,2024-01-20
559,924,2024-08-23
560,1126,2024-10-16
561,1530,2024-07-11
562,1595,2024-11-19
563,247,2024-04-21
564,3712,2024-10-28
565,1561,2024-11-06
566,2401,2024-03-30
567,2244,2024-08-23
568,3865,2024-11-07
569,1940,2024-05-16
570,3070,2024-03-26
571,227,2024-09-04
572,3548,2024-03-14
573,265,2024-08-29
574,1396,2024-04-07
575,3558,2024-09-20
576,646,2024-10-20
577,2991,2024-10-06
578,1900,2024-10-25
579,2505,2024-09-13
580,2773,2024-09-21
581,1155,2024-11-21
582,588,2024-02-23
583,4572,2024-08-31
584,1822,2024-02-07
585,986,2024-08-31
586,4080,2024-09-08
587,3349,2024-01-16
588,3832,2024-04-29
589,1242,2024-11-02
590,190,2024-06-20
591,981,2024-01-13
592,1699,2024-08-13
593,1716,2024-05-21
594,2594,2024-10-11
595,4137,2024-02-21
596,4434,2024-02-05
597,1099,2024-04-24
598,2327,2024-05-06
599,3248,2024-10-17
600,896,2024-06-10
601,1675,2024-03-09
602,2910,2024-03-18
603,931,2024-02-21
604,4385,2024-11-01
605,724,2024-07-28
606,2941,2024-05-22
607,1090,2024-07-25
608,4579,2024-07-13
609,936,2024-04-15
610,2296,2024-11-18
611,156,2024-03-04
612,1071,2024-04-09
613,1959,2024-11-16
614,2502,2024-07-06
615,4220,2024-11-09
616,3831,2024-04-24
617,855,2024-10-16
618,640,2024-05-11
619,2239,2024-11-08
620,1603,2024-02-14
621,442,2024-06-30
622,4629,2024-01-30
623,1337,2024-02-24
624,3701,2024-10-19
625,949,2024-03-28
626,3374,2024-09-19
627,460,2024-10-08
628,4647,2024-09-18
629,393,2024-06-03
630,3939,2024-11-08
631,1788,2024-08-04
632,4941,2024-05-22
633,2258,2024-02-05
634,1139,2024-11-03
635,3809,2024-06-02
636,4742,2024-01-06
637,2455,2024-04-12
638,1467,2024-07-27
639,3675,2024-02-17
640,1378,2024-06-25
641,2598,2024-05-23
642,142,2024-09-18
643,2660,2024-10-17
644,4597,2024-09-18
645,840,2024-04-11
646,3619,2024-08-15
647,3918,2024-05-27
648,596,2024-11-15
649,1905,2024-09-04
650,281,2024-05-24
651,424,2024-02-12
652,4366,2024-09-19
653,4250,2024-03-31
654,1751,2024-07-02
655,4758,2024-01-10
656,1968,2024-08-28
657,4089,2024-08-06
658,4179,2024-05-07
659,2947,2024-08-24
660,1450,2024-03-26
661,2332,2024-09-08
662,2221,2024-01-25
663,3790,2024-09-03
664,2811,2024-11-15
665,4729,2024-06-29
666,1532,2024-09-29
667,4883,2024-04-27
668,2991,2024-09-09
669,4494,2024-06-07
670,1144,2024-02-15
671,934,2024-02-24
672,1461,2024-01-18
673,2724,2024-01-15
674,2513,2024-04-28
675,286,2024-07-10
676,265,2024-02-15
677,2368,2024-02-07
678,3448,2024-04-01
679,4917,2024-07-27
680,1763,2024-02-22
681,3049,2024-05-30
682,2382,2024-06-25
683,2270,2024-05-24
684,41,2024-09-17
685,68,2024-10-15
686,988,2024-09-27
687,4009,2024-07-28
688,3199,2024-06-11
689,4791,2024-08-16
690,2525,2024-10-15
691,1086,2024-10-09
692,2480,2024-03-01
693,1694,2024-06-10
694,2316,2024-09-11
695,779,2024-02-08
696,4590,2024-11-19
697,1586,2024-07-09
698,1493,2024-08-27
699,661,2024-06-07
700,1349,2024-04-18
701,1300,2024-01-13
702,3941,2024-09-25
703,1987,2024-05-23
704,2045,2024-03-25
705,3517,2024-06-21
706,1059,2024-06-21
707,977,2024-04-01
708,4578,2024-05-20
709,728,2024-02-08
710,2528,2024-09-23
711,3137,2024-05-22
712,343,2024-07-30
713,1448,2024-09-07
714,2380,2024-05-19
715,3660,2024-01-24
716,527,2024-06-03
717,1897,2024-04-17
718,4755,2024-03-14
719,2074,2024-02-17
720,4916,2024-11-16
721,406,2024-06-25
722,1574,2024-02-05
723,4601,2024-09-14
724,3741,2024-03-23
725,4275,2024-09-06
726,4228,2024-09-05
727,1847,2024-08-19
728,1479,2024-01-09
729,2396,2024-01-20
730,772,2024-11-01
731,579,2024-05-09
732,2902,2024-04-04
733,194,2024-02-18
734,2008,2024-11-01
735,1186,2024-08-07
736,2395,2024-03-20
737,2999,2024-01-27
738,1793,2024-11-18
739,1111,2024-10-24
740,4006,2024-08-03
741,2262,2024-03-21
742,3737,2024-08-15
743,3794,2024-03-24
744,1937,2024-11-11
745,4876,2024-03-31
746,4358,2024-05-07
747,730,2024-10-27
748,4379,2024-02-27
749,3452,2024-11-02
750,4458,2024-08-19
751,4537,2024-01-02
752,2141,2024-04-17
753,1645,2024-02-26
754,2801,2024-02-20
755,4963,2024-07-28
756,142,2024-04-07
757,1456,2024-11-06
758,4797,2024-03-08
759,2097,2024-02-12
760,1326,2024-09-13
761,4977,2024-01-11
762,1214,2024-02-21
763,1160,2024-01-06
764,4651,2024-05-19
765,4500,2024-11-02
766,4988,2024-11-02
767,4698,2024-04-02
768,341,2024-08-16
769,3829,2024-05-05
770,1969,2024-01-07
771,704,2024-03-08
772,4414,2024-04-13
773,2430,2024-01-21
774,1801,2024-02-19
775,4913,2024-10-15
776,4649,2024-06-12
777,856,2024-07-23
778,1813,2024-02-14
779,2867,2024-10-16
780,3643,2024-01-25
781,183,2024-07-03
782,3113,2024-06-23
783,4493,2024-10-29
784,1518,2024-05-20
785,1357,2024-07-18
786,2175,2024-08-18
787,3630,2024-02-12
788,3629,2024-06-24
789,4097,2024-07-14
790,3240,2024-03-27
791,3692,2024-08-26
792,19,2024-01-17
793,3404,2024-10-09
794,4680,2024-10-31
795,4552,2024-09-12
796,3005,2024-07-21
797,1133,2024-04-27
798,3340,2024-06-26
799,3312,2024-09-06
800,3373,2024-01-13
801,988,2024-01-24
802,3322,2024-07-05
803,4616,2024-06-04
804,4955,2024-06-14
805,174,2024-09-23
806,3742,2024-02-11
807,3053,2024-07-09
808,727,2024-10-03
809,3761,2024-06-21
810,1876,2024-01-29
811,4034,2024-02-01
812,990,2024-05-05
813,3745,2024-08-24
814,2687,2024-02-27
815,420,2024-01-26
816,594,2024-02-19
817,1775,2024-04-16
818,2460,2024-08-30
819,936,2024-09-02
820,3809,2024-08-15
821,332,2024-07-31
822,3450,2024-10-03
823,2703,2024-05-06
824,4007,2024-05-27
825,3869,2024-08-20
826,4201,2024-07-25
827,202,2024-04-24
828,2498,2024-06-25
829,1843,2024-07-15
830,1867,2024-08-23
831,1997,2024-06-16
832,910,2024-02-08
833,4306,2024-11-04
834,4659,2024-09-29
835,3190,2024-02-14
836,771,2024-09-11
837,3156,2024-09-09
838,2502,2024-10-25
839,2715,2024-08-02
840,4725,2024-10-06
841,3586,2024-03-24
842,1629,2024-06-16
843,387,2024-06-24
844,3422,2024-03-29
845,4009,2024-06-09
846,4094,2024-05-11
847,4364,2024-11-17
848,2467,2024-06-25
849,2283,2024-06-03
850,1857,2024-06-10
851,1999,2024-10-10
852,1237,2024-02-06
853,4670,2024-05-01
854,4145,2024-06-14
855,1151,2024-05-01
856,4319,2024-09-15
857,1432,2024-04-08
858,1820,2024-05-25
859,2325,2024-02-29
860,1131,2024-09-23
861,2659,2024-07-03
862,3501,2024-01-27
863,375,2024-02-05
864,2121,2024-11-19
865,4021,2024-02-03
866,2022,2024-02-06
867,3706,2024-06-16
868,3260,2024-02-07
869,3436,2024-10-16
870,1890,2024-10-13
871,1824,2024-05-24
872,1475,2024-11-11
873,2243,2024-02-20
874,3244,2024-08-04
875,3135,2024-01-24
876,2071,2024-08-15
877,360,2024-08-06
878,2042,2024-08-06
879,1142,2024-05-08
880,1636,2024-09-17
881,4001,2024-02-17
882,1944,2024-06-08
883,4775,2024-05-17
884,3362,2024-09-15
885,2981,2024-10-18
886,7,2024-06-13
887,3268,2024-10-07
888,1592,2024-01-20
889,4929,2024-04-21
890,3265,2024-08-21
891,2607,2024-05-01
892,3220,2024-05-16
893,3274,2024-02-10
894,914,2024-08-12
895,2012,2024-07-16
896,1443,2024-03-23
897,3055,2024-03-01
898,3547,2024-09-12
899,4222,2024-07-06
900,4913,2024-03-28
901,2929,2024-02-12
902,1830,2024-05-15
903,576,2024-08-04
904,930,2024-05-22
905,3760,2024-02-14
906,3700,2024-10-23
907,1464,2024-04-18
908,3276,2024-08-10
909,4929,2024-03-28
910,1055,2024-11-09
911,1901,2024-06-15
912,1458,2024-08-05
913,1400,2024-10-25
914,3416,2024-11-13
915,443,2024-08-29
916,3651,2024-08-26
917,4653,2024-09-19
918,1179,2024-09-06
919,4459,2024-08-04
920,1258,2024-01-11
921,3635,2024-08-24
922,1842,2024-09-12
923,2310,2024-11-18
924,911,2024-09-26
925,4341,2024-04-13
926,4638,2024-01-12
927,4010,2024-03-11
928,2170,2024-04-16
929,2173,2024-09-29
930,124,2024-10-23
931,3159,2024-04-29
932,786,2024-05-11
933,2417,2024-05-16
934,797,2024-01-03
935,4173,2024-03-11
936,4155,2024-02-25
937,1937,2024-08-07
938,2157,2024-09-12
939,3808,2024-06-04
940,1302,2024-01-28
941,4164,2024-02-25
942,3141,2024-10-14
943,3237,2024-09-02
944,2353,2024-01-12
945,1933,2024-02-05
946,2722,2024-10-16
947,365,2024-07-25
948,4917,2024-03-24
949,2391,2024-05-26
950,947,2024-06-12
951,1378,2024-06-25
952,1440,2024-05-12
953,3181,2024-03-02
954,4858,2024-05-23
955,341,2024-05-01
956,2990,2024-10-07
957,383,2024-05-05
958,1557,2024-10-28
959,300,2024-08-08
960,139,2024-08-19
961,359,2024-02-02
962,4932,2024-01-21
963,1523,2024-03-01
964,3457,2024-03-02
965,1628,2024-10-19
966,1304,2024-08-27
967,1135,2024-01-20
968,2187,2024-09-18
969,3171,2024-02-01
970,3836,2024-04-15
971,2152,2024-06-21
972,1238,2024-09-14
973,3736,2024-06-13
974,2835,2024-07-07
975,4261,2024-08-23
976,999,2024-06-20
977,2568,2024-06-09
978,1308,2024-04-16
979,657,2024-03-24
980,2661,2024-10-20
981,2212,2024-07-17
982,1910,2024-02-14
983,3731,2024-05-14
984,2047,2024-06-15
985,3163,2024-02-13
986,1141,2024-04-20
987,267,2024-09-20
988,1846,2024-09-20
989,1709,2024-08-18
990,3631,2024-07-07
991,3212,2024-07-23
992,2294,2024-09-16
993,3733,2024-04-29
994,3830,2024-01-18
995,1511,2024-03-26
996,476,2024-06-02
997,977,2024-08-20
998,1208,2024-01-22
999,1961,2024-01-03
1000,558,2024-03-20
1001,883,2024-04-27
1002,2195,2024-03-23
1003,4762,2024-10-25
1004,2668,2024-02-23
1005,4960,2024-10-23
1006,4678,2024-04-09
1007,4791,2024-04-22
1008,1611,2024-05-07
1009,3489,2024-02-16
1010,2455,2024-01-04
1011,4495,2024-07-12
1012,1947,2024-10-17
1013,4811,2024-06-16
1014,4800,2024-03-09
1015,2809,2024-02-20
1016,3826,2024-05-27
1017,3537,2024-07-25
1018,3803,2024-09-30
1019,4178,2024-03-30
1020,4700,2024-07-13
1021,1971,2024-08-04
1022,3823,2024-11-19
1023,2820,2024-09-16
1024,903,2024-11-09
1025,365,2024-05-17
1026,4259,2024-01-28
1027,3120,2024-06-03
1028,2559,2024-10-15
1029,1864,2024-01-17
1030,116,2024-06-18
1031,2385,2024-01-08
1032,4977,2024-06-27
1033,3936,2024-01-31
1034,4936,2024-05-01
1035,2491,2024-08-11
1036,943,2024-06-15
1037,1725,2024-08-10
1038,2335,2024-06-06
1039,2768,2024-10-02
1040,1138,2024-09-05
1041,2528,2024-06-11
1042,4118,2024-04-22
1043,3421,2024-02-14
1044,4779,2024-06-06
1045,3907,2024-01-09
1046,3638,2024-05-06
1047,2954,2024-03-07
1048,2368,2024-11-07
1049,4222,2024-08-28
1050,277,2024-06-27
1051,2000,2024-11-19
1052,1228,2024-09-24
1053,3753,2024-05-20
1054,3736,2024-02-04
1055,696,2024-06-18
1056,1310,2024-02-11
1057,4153,2024-04-04
1058,3235,2024-06-18
1059,4115,2024-08-16
1060,2312,2024-06-04
1061,2842,2024-07-22
1062,4209,2024-01-31
1063,3560,2024-06-02
1064,3399,2024-04-30
1065,542,2024-10-16
1066,2695,2024-05-11
1067,4675,2024-03-27
1068,1089,2024-05-09
1069,3364,2024-10-29
1070,25,2024-03-06
1071,1573,2024-01-30
1072,2959,2024-07-17
1073,4237,2024-09-02
1074,1768,2024-02-14
1075,4744,2024-07-25
1076,2236,2024-07-17
1077,201,2024-03-16
1078,3199,2024-10-28
1079,257,2024-05-15
1080,3748,2024-05-16
1081,4643,2024-10-09
1082,2242,2024-11-14
1083,3176,2024-09-07
1084,3607,2024-11-12
1085,3337,2024-02-27
1086,4898,2024-04-01
1087,414,2024-02-09
1088,2015,2024-02-26
1089,1382,2024-04-09
1090,1099,2024-03-17
1091,3427,2024-03-08
1092,3656,2024-08-21
1093,910,2024-02-29
1094,188,2024-10-22
1095,4045,2024-10-21
1096,3757,2024-09-11
1097,2016,2024-01-30
1098,2093,2024-03-09
1099,3645,2024-10-27
1100,2131,2024-08-31
1101,358,2024-07-10
1102,2423,2024-06-29
1103,4258,2024-10-19
1104,4546,2024-08-06
1105,1498,2024-10-22
1106,2159,2024-08-13
1107,2556,2024-06-23
1108,2343,2024-09-21
1109,2952,2024-08-07
1110,1239,2024-09-06
1111,974,2024-09-03
1112,4728,2024-08-30
1113,3966,2024-05-05
1114,1051,2024-08-31
1115,3702,2024-05-02
1116,2781,2024-02-28
1117,1589,2024-06-19
1118,3879,2024-01-27
1119,2369,2024-07-01
1120,437,2024-06-20
1121,2829,2024-09-02
1122,1557,2024-04-27
1123,3859,2024-11-05
1124,1305,2024-04-16
1125,2385,2024-08-17
1126,183,2024-01-22
1127,1590,2024-05-16
1128,1588,2024-07-16
1129,660,2024-01-29
1130,160,2024-04-30
1131,3954,2024-06-28
1132,1012,2024-06-24
1133,53,2024-01-15
1134,2308,2024-01-23
1135,1229,2024-05-23
1136,1036,2024-11-18
1137,3703,2024-04-21
1138,4046,2024-01-30
1139,4946,2024-09-07
1140,4450,2024-02-05
1141,1265,2024-08-26
1142,1885,2024-08-18
1143,1810,2024-07-15
1144,3168,2024-05-29
1145,3798,2024-06-28
1146,2342,2024-08-13
1147,3415,2024-08-03
1148,818,2024-11-03
1149,2438,2024-10-13
1150,889,2024-01-16
1151,668,2024-06-23
1152,4729,2024-11-10
1153,2625,2024-08-10
1154,4233,2024-09-10
1155,4524,2024-03-14
1156,819,2024-05-04
1157,2189,2024-08-22
1158,1107,2024-07-03
1159,2225,2024-07-13
1160,198,2024-02-28
1161,2672,2024-01-25
1162,3493,2024-06-23
1163,2449,2024-02-10
1164,471,2024-11-10
1165,1949,2024-11-21
1166,3900,2024-05-13
1167,2011,2024-10-04
1168,3801,2024-02-02
1169,4119,2024-07-14
1170,3797,2024-09-07
